date,review,rating,title
2026-05-10,"Spotify is easy to use and nice, as long as you have Premium. Got the free trial, and the overall experience was flawless, though I wish they had an automated flawless AutoMix feature like Apple Music. On the other hand, free Spotify is a nightmare and makes some feel miserable. Ads are fine, sometimes the same ad repeats twice in a row which is a little annoying, but getting ads every less than the 15 minutes advertised is more annoying. Another thing is the fixed shuffle mode. Artists carefully craft album tracklists for everyone to enjoy, but then Spotify ruins that and puts unrelated tracks on top of that. Additionally, Spotify also forces in unrelated songs that you as an user haven’t listened to into a public playlist you may be listening to, once I got 12 tracks (equal to 40mins or more) before Spotify queued up the songs left from the playlist. Skips are useful for those cases, but those are still very limited and capped at 6 per hour. As a user, you have to find workarounds, like making a playlist with an album you may want to listen to instead of listening to it directly to avoid the unrelated songs from queueing up, but even that does not prevent anything if the playlist is short. The UI could improve too, maybe used Liquid Glass or just modernize it and make it look less full. Wish there was a paid tier below Premium that’s not the current student discount.",3,Good but could seriously be better
2026-05-10,A good app but after a while I can’t pick my music,3,Music
2026-05-10,Bro I love this so much!,5,So fun
2026-05-10,thanks for a amazing app to listen to music,5,best music app ever
2026-05-10,My era of music,5,Everly brothers
2026-05-10,keeps lagging!,1,lag
2026-05-10,Love it,5,Great app
2026-05-10,stop making the basic abilities to choose what song you want + the amount of times you can skip switch between premium and not premium. I might as well choose literally any other music app ever,2,premium
2026-05-10,Awesome app I love music but the adds😭,4,Adds
2026-05-10,"Other than they’re forcing me to pay a monthly subscription so I can listen to whatever I want. It’s OK. Once they fixed it, I’ll give a better review. Thank you.",5,Uncle Mike
2026-05-10,"i really love this music app! its really easy to use and has almost any song you can think of! however my only complaint is that theres a problem where people hack into artists accounts and change the popular songs into their own version, and it often times takes a long time to go back to normal. i wish it was more secure",4,its a good app! has a hacking problem though
2026-05-10,Estoy feliz de encontrar toda la música de mi vida pasada y futura,5,Musica a la mano
2026-05-10,I love this app but the premium is just the worst like if you go on lyric to much you maxed out your lyrics,3,Premium
2026-05-10,"I like all the features, but I always hate it when you have to get Premium… and AT LEAST DON’T rub it in my face every time I try something… also, WHY THE HAIL DO I ONLY HAVE SiX sKipS PEr HOur!!!???? Why can’t I do something essential to listening music without Spotify Goodness Jar It Premium shish?????",1,Not the Best… more like TERRIBLE
2026-05-10,Disappointed,1,Expensive
2026-05-10,ts shi suck ahh bro…i thought it was the best app in the entire world an then about 4 months later it decides to play adds every 2 songs and not i cant even skip songs…i recommend buying premium if you want ts app 😭,5,Edit of my last review from about a year ago
2026-05-10,I cant skip  shuffle loop what do you want?? It’s a good app for music but your constant ads are annoying. Your trying to ruin your app by pushing it so much.,3,Premium
2026-05-10,Basically I was just gonna have music while cleaning and then it logged me out of my account and I tried to log back in and it did not work I had like 50 playlist wow thanks Spotify I really love restarting all my playlist!!!!,1,Logged out
2026-05-10,ily spotify,5,j
2026-05-10,this is the best app for music,5,peak
2026-05-10,Needs 4th quarter by Kodak as a song not a podcast,5,Love it but missing
2026-05-10,Çok reklam ucuz bi uygulamaya dönmüş müzik değiştirmek bile premium sakın yüklemeyin tuzak,1,Berbat paralı
2026-05-10,Helps with my mental health,5,Yb
2026-05-10,Super awesome,5,Love it
2026-05-10,Like the accountability not how ya increase the prices every few months,5,Review
2026-05-10,I L❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️VE SPOTIFY,5,Love it
2026-05-10,Yall big and greedy,4,Jjj
2026-05-10,My daily routine consists of waking up playing music for the rest of the day Spotify makes sure I always get something new I love Spotify is like one of my top apps on my screen time,5,Go to app
2026-05-10,I like the variety of music and the choices of musicians for each song.,5,I appreciate Spotify
2026-05-10,This one might get you messy why? Cuz we playing bendy why? Cuz we playing bendy,5,I am gurkey turkey
2026-05-10,Johnson,5,David
2026-05-10,It's really good but the amount of skips and the fact I can't use and rearrange me queue sometimes is annoying,3,Pretty good
2026-05-10,just a great app,5,Love it
2026-05-10,"Love it! But just remove the ads it gets to a point, and having to pay for no ads is uh..",4,Yummy
2026-05-10,"Today just didn’t let me in, I’ve had this app for a year with restrictions on what I can do but today it’s not letting me in. Please fix this.",3,Glitch
2026-05-10,Good,5,Rating
2026-05-10,i like it but give me premium doe,5,Nice
2026-05-10,The app is really good but sometimes it can switch up your music and like you could play one song but it would play another song but otherwise it’s a pretty cool app,4,Good but just one problem
2026-05-10,MUSIC!!! ❤️,5,MUSIC!
2026-05-10,Shuffle playlist still suffers from the same mistake playing the same 10 songs over and over again which is wild considering I have hundreds of songs. And I mean hundreds. Smart shuffle isn’t any different. And songs I like just keep on disappearing never to be found.,3,Shuffle ain’t shuffling.
2026-05-10,They give you 4 ads for 2 or 3 songs,3,To many ads
2026-05-10,This app is so good it has all the songs you can think of,5,AMAZING
2026-05-10,Ittsss gooddd i love ittttt,5,Fantastic
2026-05-10,"The best , has more options than Apple Music",5,You need this
2026-05-10,One of the best music platforms ever. I love the song “Songs Don’t Feel The Same Since You’ve Gone”,5,Love this Spotify
2026-05-10,I love it so much I love the music there and such good vibes and quality,5,Spotify
2026-05-10,sadece bir şarkı için asla para vermem bu uygulamayıda siliyorum,1,preminyum
2026-05-10,The best thing ever,5,The best thing ever
2026-05-10,You’re getting my five star review for adding the feature of making radios non-customizable to me so I see less of the music I already like and showing me new music congratulations,5,New features on playlist
2026-05-10,Its pretty damn good,5,Spotify is pretty damn good
2026-05-10,Me gusta mucho es mejor que todas la aplicaciones me encanta,4,😘
2026-05-10,Would’ve have 5 stars but 4 30second ads in a row is insane,4,Ads
2026-05-10,"Me encanta , me fascina , simplemente la recomiendo !!!!",5,Excelente
2026-05-10,So sigma,5,Sigma
2026-05-10,It’s so good and it is the best playlist ever.💕😘,5,The best playlist
2026-05-10,Pito,5,Pito
2026-05-10,La mejor,5,Pachylon
2026-05-10,dear spotify 🥹 i love listening to music 24/7 there’s not a day where i go without listening to music this is the best app on my phone and i will forever use it till im dead i love you guys so much 🥹🫶🏻,5,maddy’s review
2026-05-10,"There’s no reason music should cost as much as it does monthly, about to go back to bootleg",1,Over priced
2026-05-10,"Spotify is one of the greatest apps for finding music and podcasts, listening to songs and having playlists to enjoy and listen to is one of the best things about it.",5,W Spotify
2026-05-10,Thank you Spotify for making it so easy to import my favorite songs captured on Shazam🥳🎉♥️,5,Easily imported my playlist from Shazam
2026-05-10,I liked Spotify 🎆🎆🎆🎆,5,IS COOLING I NEVER SEEN
2026-05-10,I save songs and half the time they never save to my liked playlists. I have to do it like 3 to 4 times before I see it saved. Doesn’t matter my WiFi connection. And cmon. I like Spotify. Can you make the shuffle button actually shuffle instead of playing the same 100 songs outta the 1100 I have in my liked playlists,2,Why?
2026-05-10,Amazing so many songs the only flaw is that it doesn’t have 365 days from Victourious,5,Cool Spotify
2026-05-10,"Fix this app right NOW before I scream, cry, yell and throw up AHHHHHHHH😡😡😡🤬🤬🤬😾😾😾😾",1,This app makes me ANGRY😡😡😡
2026-05-10,I love it and it has all my songs I like it’s sooo good,5,-
2026-05-10,I love listening to my playlist,5,Amazing!
2026-05-10,Hell yeah,5,Hell yeah
2026-05-10,prices increase yet this app seems less functional by the day. suddenly lagging no matter how strong my network connection is…playlists straight up not loading…songs skipping in my queue…overall just constant glitching. one of my fave apps since 2015 has become such a headache. i’ll be planning to transition my playlists until y’all figure out what is going on ¯\_(ツ)_/¯,1,what in the world is going on??!??!
2026-05-10,I love Spotify is amazing I can even listen to music even if my phone is turned of not like YouTube and I can even do my own playlist thank you so much Spotify and that all I got to say. ❤️,5,❤️❤️❤️❤️❤️
2026-05-10,"I like this app because for me, I am a kid and I like how you can block the bad songs And also how they have a lot of different artists that I like on this podcast",5,😁
2026-05-10,I love it mostly for the playlists you can create and edit. And the price for premium is not that bad.,5,Spotify is one of the best!
2026-05-10,Wow!! Happy y’all had her on your platform.,5,Kressley Collura
2026-05-10,This is the BEST music app of ALL TIMEE I love it I love it I love it ❤️❤️❤️🥹🥹,5,Yes yes yes
2026-05-10,"yah, now i can't just use the app normally without premium",1,very thanks for the newest update
2026-05-10,"I feel used when apps like Spotify won’t let you open the app unless you buy into their request to share your information. Yes,they give you the option to “change your settings at anytime” but why can’t they simply let us decline while we are opening an app we have already paid for.",1,Manipulative.
2026-05-10,I luv music,5,Music
2026-05-10,Best thing ever,5,Best thing ever
2026-05-10,Love you guys,5,Spodify
2026-05-10,I loveee Spotify but I don’t want the premium but I NEEDDD it,5,Spotify
2026-05-10,It dont work with bluetooth,1,In my car
2026-05-10,This is the absolute worst app ever to be forced upon anyone who doesn’t live exclusively in the apple ecosystem.  If Apple Music was on more platforms I would cancel this garbage in a heartbeat,1,Trash
2026-05-10,The app is Amazing,5,Just Amazing
2026-05-10,It’s free with every best music and you favorite rappers I recommend you trying this app,5,The best music app
2026-05-10,Literally the best app ever with Spotify premium was the best decision I made,5,Best App ever
2026-05-10,You need to support the music industry better. Spotlight up and coming artists the way MySpace used to. Create a real platform for aspiring artists to reach toward. Give back to the culture.,1,Tuck
2026-05-10,love it,5,amazing
2026-05-10,It is a good app for listening to music/podcasts,5,Good app
2026-05-10,Ngl it’s descent,5,Music
2026-05-10,It said I was out of skips I only used one and it said I had to wait till the next day not a hour,1,Booo
2026-05-10,"So it’s not about the songs, but it’s about the videos. I can’t watch YouTube anymore and this lets me watch some of my favorite Youtubers and I like that, but I don’t have it on my Apple Watch because it’s a different version. That’s not what it says but keep up the good work.",5,Really interesting
2026-05-10,"I can listen to all types of music, the only flaw is that you have to pay for no ads.",4,Review
2026-05-10,"I love this app so much because I can’t afford a Apple Music subscription and Spotify is free. I love how you can posts playlists, make podcasts, listsen to audio books but when they block explicit content that should count for explicit playlists too ( not the songs but the theme of playlist) because I’ve seen some questionable titles because of that. Also it may just be because my iPads broken but my Spotify takes long to load and plays music sometimes for a while even after I close the app.",5,AMAZING
2026-05-10,"this app is awesome!! but it kinda bugs sometimes because it lets me pick a specific song SOMETIMES or have unlimited skips (which omg yes ily) while other times it gives me six skips and gives me a station based off the song... which is okey! but this app is awesome, I recommend it ! it's also good for making playlists with friends or family! :~}",4,peak
2026-05-10,LOVE this app but less adds please,4,Spotify
2026-05-10,This app is good 👍🏽 and I’m NOT!! A BOT js to let u know that,5,Not bad
2026-05-10,Great app but it treats you bad When you don’t have premium but a good app overall its not like YouTube music where most of the time it doesn’t work outside of the app but this does,4,How good is Spotify?
2026-05-10,The only problem l have with Spotify is they interject tunes into my play list that l don’t like at all.,3,My view!
2026-05-10,I have premium and I seriously recommend it unlimited skips whatever song you want and hours of listening. So fire and making playlists is so easy as well,5,Spotify is fire
2026-05-10,I listen to it all the time! The music on there has gotten me through really tough times and it's a part of my daily life. I highly recommend Spotify.,5,It's amazing
2026-05-10,I love it but y’all don’t appreciate y’all‘s subscribers like y’all should just saying,5,Tf
2026-05-10,"It changes my life with music and when I saw this, I totally downloaded it and I got it so this is literally like my favorite ones stuff",5,Is the best because
2026-05-10,This app is so good but I wish it didn’t have ads,5,Good app
2026-05-10,Me gusta por que no tiene anuncios y es muy chida 😎,5,Me gusta que no tenga anuncios
2026-05-10,This is a really good app and I love using it for study purposes. It creates playlists and you can design your own too. It introduced me to a bunch of songs I loved and forgot about.,5,Super good
2026-05-10,"Spotify is exactly what a music app should be, not only can you listen to songs that apple music doesn’t have, you can listen to audio books and podcasts. Which most other music apps don’t allow.",5,Spotify is great!
2026-05-10,I think that Spotify is nice because it has all of my favorite songs and you get to make an album witch goes with making an album cover like you can add harts and all kids of cool stuff and that is why you by Spotify !,5,Why you should by Spotify
2026-05-10,"Whenever I listen to musical songs- or even long songs- there’s always 4 or 5 ads and I really don’t like it. I don’t have premium, but I feel like there’s shouldn’t be ads after every single song.",5,Spotify is amazing but..
2026-05-10,Great music and the way u can easily make a playlist,5,Playlist
2026-05-10,love this i use it everyday,5,GREAT MUSIC
2026-05-10,So I’ve never had Spotify till today when loading it but according to them I do so don’t trust their security system because they are just a bunch of thieves out to screw you and claim their right and you’re wrong. I hope the company goes straight to hell.,1,Why would I want an app that doesn’t have a secure program.
2026-05-10,"Just skipped a song halfway through, wtf",2,DJ sucks
2026-05-10,Potify.’,5,I LOVE HIS APPPP
2026-05-10,Spotify is so amazing,5,Review
2026-05-10,So many ads if you aren’t premium,1,Ads
2026-05-10,I can’t go through a day without Spotify playing my music. I love it . EVERY SINGLE DAY,5,Playlists
2026-05-10,Everything that used to be redeemable about spotify is hard to enjoy now it’s actually the worst music streaming app you could choose,1,"Poor ui, bad updates, slow, features getting worse"
2026-05-10,"This app is OK because if you don’t have premium, you can’t switch the song. It is super stupid and I can’t even pick my song or switch it. Please fix it.",4,Stupid  but ok
2026-05-10,There’s to many ads,3,Ads
2026-05-10,Music is good Spotify is ehh at delivering apon it espically if you don’t have premium but their goated if you do,5,Music is peak art
2026-05-10,So much better than Sirius so I don’t have to be flicking between 500 stations that aren’t playing anything I want to hear.,5,The Best
2026-05-10,"I like Spotify but don’t love it. I get frustrated when I choose one musician I want to listen to, and they add in many other artists. I also say: *way too many ads*. So I wont give it five stars.",4,A mixed bag
2026-05-10,Why does it take forever and I day for lyrics to pop up? Why does it take so long for the listening stats to update? It should not be taking 3 days.,2,Listening History Wrong
2026-05-10,It’s cool,3,Premium so high yo 😭
2026-05-10,They always have what I needed,5,Yay
2026-05-10,It’s great!,5,Spotify Rate
2026-05-10,"I love this game more than the wind. Well, it’s not a game but to me it’s a game so it’s basically a game game game game game game why are you saying that game so much? Well, I’m done with my reveal. I’m at review.",5,Love
2026-05-10,It’s a really good app to chill and vibe,5,Best music app
2026-05-10,"So basically I listen to mostly Olivia rodrigo shes quite literally the best,but this app is the best music app ever and I wouldn’t change a thing! Ty!",5,Love this app
2026-05-10,It’s a good app but u shouldn’t have to pay for premium. There should be just no adds,3,It’s okay
2026-05-10,awesome,5,reincoltation's take on spotify
2026-05-10,I’m fricking in love with this app is so good to use too! I love Spotify! Please reply tho…,5,Will u marry me Spotify
2026-05-10,Great app even better music 🎵,5,Love it ❤️
2026-05-10,"So my Spotify app updated today on my iPhone, and now the “like” button is basically hidden unless I fully open the app, tap the little bar at the bottom showing what’s currently playing, and then open the full-screen player just to save a song. Seriously, why make something so simple so complicated?

For a music app, quick access to the like/add button should be basic functionality. I shouldn’t have to jump through multiple steps just to save a song I like. This update honestly made the app more frustrating to use, not better. 
& If saving a song now requires a whole side quest, I might as well cancel my subscription.

Amazing innovation, Spotify. Really groundbreaking stuff. NOT.",1,Where did the like/add button go?!
2026-05-10,The ads are getting out of hand,1,Ads
2026-05-10,Like,5,Cool
2026-05-10,It’s amazing all music u want the album and the lyrics all in one song u need to download in,5,It’s a music app
2026-05-10,I love Spotify so much it has thousands of song and it helps listening to it when your getting ready my entire family has Spotify that how good it is,5,Get Spotify
2026-05-10,Not sure what is happening but my podcasts are not transferring nor publishing nor previous podcasts loading,2,Podcasts not publishing or loading
2026-05-10,Likeee loveree spotify or die😘😘,5,It's may so may you download this app
2026-05-10,Turn on repeat,5,Spotify don’t ever turn off repeat without my permission
2026-05-10,All the songs you will ever need to get you going no matter what mood time has set for you,5,Awesome !!
2026-05-10,How do you make a music app so unoptimized that 2020 tech can’t connect to some music streaming servers?,1,Can’t Connect to Spotify Servers
2026-05-10,Doesn’t work after the last update,1,Not working
2026-05-10,"So I’ve been using Spotify and Spotify Premium for many years now, with no issues whatsoever. However, lately, the app has been lagging and extremely slow to the point where it’s near unusable. Every time I open my liked songs or skip a song or whatever, it lags and slows down to a painstaking crawl. I’m not sure what changed, but it did NOT do this until very recently. I’m not sure if it’s some bug introduced with a new update or what, but PLEASE look into this issue, since I know it’s not my internet that’s the issue since every other app on my phone works just fine.",1,"Usually a really good app, but has been struggling heavily lately"
2026-05-10,good luck with,5,good
2026-05-10,Excelente,5,Cambalache
2026-05-10,lowk just allow people to buy premium subscriptions from inside the app instead of making them go to a website js to get it,5,Take this Advice
2026-05-10,its a good app if you have premium,5,its kinda good
2026-05-10,Love this app,5,Tuff
2026-05-10,"Seriously can’t live without Spotify, I have music playing at all times",5,Best app to ever exist!!!
2026-05-09,I absolutely love Spotify and I’m so glad I got it love listening to music on here the audio is great and there’s a wide variety of songs the adds aren’t that bad ✨,5,Spotify is amazing
2026-05-09,I used Apple Music for about 4 months and couldn’t renew my subscription because how awful it is compared to Spotify. ITS NOT ONLY CONFUSING TO NAVIGATE BUT EXPENSIVE for what you get. SPOTIFY IS WORTH THE MONEY FOR HOW MANY PERKS YOU GET.,5,Best music app
2026-05-09,Music is there for me at my lowest and highest music helped me better than anyone in this world maybe music can help you to music is my therapy,5,Music.
2026-05-09,It is so complicated and you are making me cry and i hate this app don‘t buy it it‘s so complicated on the website and it keeps making go to the website don‘t get it get a different app it made me cry a lot and it‘s not fun and it‘s making me sad and it added bad music to my playlist and it also gave me anxiety about everything now and i‘m super sad i feel like i‘m about to die right now and i want to go to the hopsital it’s stupid and it’s really bad and it made me not feel happy anymore like all the sadness is here and it‘s sending me to the website and say i‘m not logged in and when i click the linkf rom my friend and stupid send me to the hospital and website,1,It‘s stupid and it‘s sad and crying
2026-05-09,This app is good but i don't like you have to pay to listen to songs,4,Problem
2026-05-09,I love it love love love it,5,Music to my soul
2026-05-09,BEST APP EVER FOR MUSIC I LOVE IT SOO SOOO MUCH CHEIFS KISS OMLLL 💕🥹🥹,5,APP
2026-05-09,I want to be able to listen to whatever songs I want in whatever order I want for as long as I want. I don’t want to play 5 songs I like and then get stuck with random songs until Spotify shuffles itself back to the song I want.,1,I don’t want a limit for how many I can listen to in the order of my choosing
2026-05-09,"I love listening to Spotify on the daily! It’s been great making playlists from old mixed tapes, old favorites that are hard to find, and a crazy assortment of other songs.",5,Daily Enjoyment!
2026-05-09,Good app I suppose but the amount of ads are diabolical like why 5 ads after every single song it’s like I’m listening to ads with a side of music nobody wants that,3,TO MANY ADS
2026-05-09,ɪsᴛ great I get to listen to stuff with my own playlist and makes your own playlist for you download it. It’s great.,5,ɪ ʟᴏᴠᴇ ɪᴛ
2026-05-09,"I love Spotify the only thing I don’t like is the adds and it being limited to skip but aside from that I use it for everything, eating, sleeping, school, shopping, showering, walks, EVERYTHING 🥹🫰🏻❤️",5,The love of my life
2026-05-09,I like boys,5,YES YES YES
2026-05-09,"Spotify has rapidly declined since integrating AI and forcing video content. They have a long history of terrible customer service but the company is increasingly predatory in new ways. They want to be the next big social media platform but the ambition is poorly integrated and insulting to users. 

They are chasing investors by inflating growth numbers via increased pricing, no human staff, and reaching for new subscribers in Brazil and South Africa while North American and Canadian subscribers are bailing for better audio-only platforms.

If you want music and podcasts go to any other service, Spotify is an overpriced mess with reposted YouTube content and an affinity for AI slop.",1,Only getting worse (long-time premium subscriber)
2026-05-09,IGE Coop “KUTT UP” Out Now✂️🆙🎉🔥,5,IGE Coop
2026-05-09,I keep getting add after EVERY song.,1,Too many ads
2026-05-09,Everything about this app I love the only thing I wish is that they could have unreleased songs like how SoundCloud does,5,Worth it
2026-05-09,"So the app is a great way to have almost EVERY song for complete free! However… it’s the most ad hungry app ever. Im not going to sugar coat it. First off, you get an ad AFTER EVERY SONG. And not just one. It’s normally 3!! Not only that but you get advertisement images IN THE SONG! It’s genuinely so irritating how much this app pushes a stupid premium…. There are also a lot of bugs Im getting lately that are just the cherry on top. BUT, you get free music, so whatever. I just hope this app cuts down on ad’s, it’s so annoying.",3,Good! (Kinda)
2026-05-09,Ads ruin the experience,1,Too many ads
2026-05-09,"There are just too many ads for this to be usable at all. I timed how many ads I got, and I got a 1.5 minute ad break every 8 MINUTES ON AVERAGE. Why am I spending 15% of my listening time listening to ads? Why do I have to listen to 3-5 ads for every 2-3 songs? I don’t have the money for premium. I just want to listen to music. But the sheer amount of ads just makes it an awful experience. I even tried to do the reinstalling the app thing and it didn’t work.",1,TOO MANY ADS
2026-05-09,Cock and ball torture,5,Cock and ball torture
2026-05-09,Just because I don’t have premium doesn’t mean you have the right to absolutely force feed people ads. Tone down the ads.,3,Stop shoving premium down our throats
2026-05-09,This app has so many different songs different genres that always make something inside me feel special!! It is and amazing place from songs-audiobooks-podcasts and you can discover so many different things!!!,5,Review
2026-05-09,Good music app if you have premium. But if you have the free version you’ll be listening to ads half the time and can’t choose what you wanna listen too consistently. Used to be better for us cheap people lol,3,Good with premium but not great free
2026-05-09,😬,5,Ts is tuff
2026-05-09,Amazing !!!,5,Live for 2 day  kristoffer bruce
2026-05-09,Love the app it’s so easy to use and as all the songs I like thank godd,5,Love the app but you have to pay and stuff but is still good
2026-05-09,The music app hands down,5,757Chick
2026-05-09,I really love this because I can listen without listening ads and I can search almost any song on Spotify and I really like to listen to Michael Jackson,5,I love the way you put Michael Jackson songs in to the app
2026-05-09,"It’s absolutely insane to me that other members of a premium family plan outside of the plan manager (PM) can’t be given any kind of permissions to manage a child’s account on the same plan. My plan was set up by someone else in the family, before a kid came into the picture, and you’re telling me the only workaround to give me the permissions I need is to have the current PM nuke the entire plan and set everyone up all over again with me as the PM? My husband can’t even have the ability to change things without me (or current PM) doing it for him through their account? Why? Just let the PM assign roles/permissions to other adults as they see fit, and then the issue resolves itself.",2,Really Should Implement This; Annoying
2026-05-09,"Now Spotify, your app is great in all, but you should really just put the mixed option as a normal thing instead of premium because you would be able to attract more people to download your app. You see what I’m saying.",2,The mix option
2026-05-09,"Some people have high expectations on these things but I feel if you put some effort into this app, it will put that same effort back. I feel more in control than other apps and if you don’t like the way it’s going, you can adjust. I’ve had mock concerts with the new AI. Very satisfied",5,"Good sound quality controls, it learns your music tastes quickly"
2026-05-09,Cardi b,5,Thru your phone
2026-05-09,"You took Einstein’s Insanity off of here for me. Not cool, DOW contractor! I understand. Because the lyrics are literal. Hello, Daniel Ek!",5,Emily Hartland
2026-05-09,Spotify is the best!  No need to look elsewhere,5,Spotify is the best music app out there.
2026-05-09,the dj gave me dih but no BIH,1,bad
2026-05-09,I can’t even play my favorite music anymore,3,Kinda good
2026-05-09,Spotify is a good thing I use Spotify every day and even when I’m going to sleep. It makes me feel better,5,I love Spotify
2026-05-09,"I was listening to music the other day, and everything was going perfectly fine. Until it said I had to pay just listen to the song I wanted to play. MAKE IT FREE SPOTIFY.😤",1,Spotify is acting stupid as heck
2026-05-09,Great app definitely worth it,5,Spotify
